ActualElapsedTime,CRSArrTime,CRSDepTime,DayofMonth,DayofWeek,Dest,Distance,FlightNum,Month,Origin,UniqueCarrier,Year,label_ArrDelayBinary
58,710,615,6,3,176,109,3058,8,284,15,2003,0
226,2058,1915,22,6,85,1545,1589,4,201,24,2000,1
47,706,610,6,1,20,238,4628,6,43,9,2005,0
79,2129,2000,6,1,280,447,931,8,295,24,2001,0
33,1225,1149,18,2,77,83,888,10,20,7,1994,0
324,2308,2045,14,5,291,2254,137,11,255,25,2003,1
107,1336,1155,26,1,150,533,195,7,20,24,1999,1
110,1710,1540,27,7,152,392,695,11,313,22,1994,1
315,1149,940,21,6,290,2182,1808,8,20,7,1999,1
95,2230,1950,24,5,2,628,396,8,284,26,2007,1
99,1128,845,23,6,87,551,1804,9,102,7,2000,0
50,1758,1600,17,2,20,247,1596,11,247,7,1992,0
199,2144,2015,12,3,174,1372,163,8,313,22,1998,0
83,1804,1637,16,7,229,371,385,11,307,3,2003,1
67,2327,2220,3,3,132,304,2058,5,255,25,2000,0
172,1855,1508,27,7,235,1118,2014,12,2,1,1992,1
273,1552,1008,26,7,298,2165,1894,6,89,1,2005,0
140,2312,2100,4,4,235,802,2280,1,89,1,2001,1
253,1335,1109,11,6,290,1721,311,9,239,1,2004,0
74,805,655,31,4,200,405,418,1,199,26,1991,1
95,758,630,9,7,87,468,300,1,206,1,2005,1
172,1927,1433,5,5,87,1171,2090,2,284,1,1999,0
73,2010,1750,21,3,2,487,670,9,177,26,1988,0
65,1921,1900,5,2,235,235,843,10,95,1,2004,0
134,1520,1215,29,1,85,804,1220,4,276,5,1991,1
138,2112,1945,10,1,176,862,715,9,87,24,2007,0
220,2035,1515,26,1,22,1476,502,7,300,1,1999,1
136,1657,1436,30,1,223,852,960,5,89,1,1988,0
76,912,800,26,5,157,231,1003,2,95,16,1993,1
38,815,740,28,3,28,82,310,10,287,1,1987,1
135,2120,1950,14,4,242,992,201,8,87,24,1997,1
179,1948,1751,15,7,235,585,1754,12,326,1,2002,1
47,2320,2230,31,5,267,130,508,5,69,25,2002,1
204,507,2340,2,7,20,1589,418,1,303,7,2005,0
103,1910,1810,6,7,176,677,561,5,2,26,1990,0
110,1124,945,8,1,66,418,775,6,184,25,1992,1
45,1435,1350,27,7,22,148,607,2,147,26,2005,0
72,1635,1615,22,4,85,423,501,10,189,24,1992,0
118,1155,855,20,5,26,777,2137,7,203,26,2001,0
68,1001,855,6,7,105,169,778,12,52,25,1992,0
99,954,715,19,4,87,569,1944,10,2,1,1995,0
85,1325,1200,20,3,301,479,626,7,246,26,2005,0
61,858,800,17,7,87,247,1815,10,285,7,1999,1
60,1945,1835,9,2,13,288,522,1,52,26,2007,0
151,1227,850,22,3,207,1068,465,6,313,8,1988,1
247,1729,1515,20,6,176,1745,115,11,239,24,1993,1
214,1925,1600,30,7,105,719,1180,7,239,5,2000,1
169,1214,710,23,1,223,1276,100,9,250,16,1991,0
121,851,800,30,7,235,590,541,4,135,24,1995,1
100,2119,1847,12,4,115,491,1050,2,226,16,2004,0
300,758,2359,4,7,150,2419,198,2,295,24,2001,1
136,1934,1710,29,4,66,927,1246,2,323,5,1996,0
83,958,830,25,7,291,447,1694,8,284,24,1996,1
143,1424,1205,22,5,167,814,468,9,95,16,1995,1
38,855,815,12,5,68,88,1043,11,54,25,1993,0
150,1100,1015,28,6,174,1069,711,4,285,26,2001,0
85,739,625,6,5,66,317,2542,4,319,27,2007,1
62,1229,1130,6,5,181,214,1750,4,86,7,2001,1
72,910,645,4,6,246,338,202,2,307,25,2006,0
88,1538,1400,6,4,84,399,2116,2,41,25,1997,0
35,1347,1315,5,7,222,97,1227,5,113,7,2002,0
85,1812,1650,24,1,317,403,1814,1,210,25,1994,1
41,1703,1623,15,7,143,163,189,7,173,12,2007,0
91,1130,1055,14,3,37,484,2875,2,170,26,2007,1
30,730,645,29,5,255,120,1716,7,125,7,1994,0
108,2312,2019,22,2,245,678,2082,3,239,1,2005,1
63,2055,1845,9,1,100,347,2255,6,250,26,2003,1
158,1401,1210,26,4,309,1068,183,1,210,22,1989,0
143,1936,1700,4,6,20,903,679,1,264,7,1992,0
83,1335,1210,23,1,229,407,1019,7,177,26,2001,1
79,945,815,7,4,37,491,333,3,199,26,1996,0
102,2045,1906,9,1,105,487,650,8,95,16,2004,0
43,1120,1035,9,3,61,193,1660,3,170,5,1994,1
297,1838,1530,22,7,87,1562,1079,8,41,1,2004,1
294,2040,1805,31,3,246,2075,70,7,249,13,2002,0
58,1300,1200,28,6,50,185,406,5,184,20,1988,1
249,1749,1521,22,1,301,1781,499,6,239,24,1992,1
69,1015,905,9,5,78,221,6174,7,67,6,2004,0
139,2048,2008,14,5,324,936,1151,5,154,5,1993,0
58,1940,1840,1,3,196,313,1040,11,235,26,2006,0
65,1827,1716,25,7,87,281,1823,5,342,1,2003,0
119,0,0,26,7,85,641,1549,1,89,1,1997,1
138,1050,830,20,6,168,944,516,1,201,7,1996,0
77,750,735,8,3,200,307,438,1,67,26,2003,1
69,1825,1720,4,5,161,222,159,10,319,25,1991,0
125,1955,1840,13,1,85,861,577,4,154,24,1992,0
165,1100,810,12,3,241,951,437,2,249,25,2003,0
85,1827,1656,14,4,198,468,1253,12,69,25,1995,0
111,1318,1105,16,1,20,665,123,4,249,8,1990,0
163,1041,900,24,6,299,1086,1655,2,285,7,1996,0
64,2040,1930,8,1,39,185,1934,8,184,7,2005,0
106,1719,1540,8,6,223,449,693,11,313,22,1997,1
157,1442,1055,2,6,84,1208,180,11,154,5,1996,0
136,814,600,20,7,93,632,1112,2,41,16,2005,1
70,1043,930,29,6,150,321,2071,5,69,25,1999,0
83,958,825,28,2,291,414,1425,8,177,24,2007,0
110,1009,815,21,3,68,631,176,6,115,25,2006,0
352,1159,920,11,6,290,2306,217,3,153,24,2000,1
162,0,0,13,5,267,1062,1934,12,89,1,1996,1
141,1311,1135,9,2,102,997,707,9,87,24,1997,1
53,1545,1450,9,4,161,220,68,3,52,26,2000,0
80,1402,1235,24,4,270,481,291,1,20,11,2008,0
110,1026,812,5,3,274,749,4764,1,20,9,2005,0
92,1925,1755,19,4,20,432,405,1,160,11,2006,1
98,2015,1900,17,3,39,185,5025,3,184,15,2004,1
64,1422,1315,22,3,109,209,6057,2,179,18,2006,0
361,1138,830,20,7,290,2553,9,2,201,3,2005,0
228,1800,1310,28,6,39,1562,2100,7,89,7,2001,0
193,915,700,13,7,299,1195,4022,1,154,18,2008,0
71,2101,1942,26,5,236,284,2252,8,107,25,1994,0
131,1804,1540,18,2,198,861,222,10,249,25,2005,0
93,1248,1115,12,1,267,416,2789,12,107,27,2005,1
78,950,830,24,3,196,405,1541,8,203,26,2005,0
124,2005,1900,2,3,37,562,749,1,86,1,1991,0
142,1346,1135,19,3,22,722,271,11,313,22,1997,1
316,1810,1545,8,6,176,2217,215,11,201,1,2003,0
66,1336,1215,26,2,231,432,881,7,205,16,1988,0
96,843,604,19,2,85,602,1444,9,250,24,2006,0
44,958,915,18,7,216,174,1260,7,48,7,1999,1
55,1759,1705,16,4,131,120,482,8,95,16,2001,0
87,1620,1450,4,5,105,416,1560,6,271,25,1993,0
71,740,625,6,4,246,328,572,11,2,26,2003,0
98,1957,1820,15,5,66,424,2300,8,13,27,2008,0
74,1600,1440,1,3,198,403,1669,6,20,8,1988,1
147,1208,730,25,4,223,1175,612,6,125,16,1992,0
87,1940,1905,14,4,100,562,50,6,83,26,1990,1
108,812,630,14,1,78,335,5332,11,69,17,2005,1
249,1544,940,7,7,168,1989,1424,2,303,7,1988,1
135,1150,1030,12,3,309,880,819,9,201,1,2007,0
158,905,715,28,5,87,1021,3626,9,67,15,2007,0
71,1956,1850,21,1,251,267,1121,12,249,25,1998,1
128,739,625,21,1,235,738,1721,6,148,1,1999,0
169,1233,945,15,7,113,992,225,12,249,25,1991,1
97,2020,1855,30,5,299,391,1649,10,87,7,1992,1
123,2331,2225,22,3,290,689,1597,3,303,7,2000,0
153,1657,1417,6,7,279,966,801,4,255,11,2008,0
121,1322,1215,15,7,229,646,2577,3,250,13,1998,1
157,2205,1940,24,1,181,950,2128,11,201,7,1997,1
90,1250,1110,9,6,198,534,1735,4,135,5,1994,0
54,1645,1540,3,6,176,236,2214,12,177,24,1994,0
113,1056,1000,24,1,235,590,1501,1,135,24,2000,0
190,951,645,5,5,168,1597,700,1,302,4,2007,1
156,1050,915,27,5,87,929,1545,5,323,7,1994,1
54,1245,1145,1,5,290,224,274,12,125,26,2006,1
196,5,1825,17,3,157,1591,1206,4,177,26,2002,0
105,1908,1614,20,1,20,606,142,5,239,1,1991,0
199,1250,720,12,5,196,1481,108,6,246,26,1998,0
56,1319,1220,22,6,303,226,401,10,177,13,1994,1
60,1727,1625,4,1,309,260,2942,3,94,1,2002,0
80,1955,1750,24,4,78,264,1034,3,239,7,1988,1
143,2320,2005,11,2,87,868,548,12,250,13,1990,1
123,1450,1240,2,5,242,762,1118,7,177,26,1999,1
83,2155,1925,11,1,81,562,1471,6,102,26,2007,0
220,2138,1835,4,5,84,719,10,6,313,22,1999,1
68,2240,2125,4,3,174,407,1240,2,232,26,1998,0
107,2229,1930,3,4,181,764,1138,1,39,1,1991,0
59,1705,1600,3,3,231,313,309,3,199,26,1993,0
102,1930,1740,20,1,37,670,649,7,147,26,1992,1
106,1553,1404,29,4,78,499,4984,11,24,17,2007,1
190,2100,1655,6,7,151,1195,1240,8,303,7,2006,1
160,2326,2040,23,2,241,1087,894,9,95,16,1997,1
77,945,845,20,6,184,296,104,8,83,26,1988,1
70,1345,1125,22,1,93,440,528,9,313,26,1997,0
71,1610,1610,2,5,235,157,4313,5,122,15,2008,1
69,1307,1145,28,1,236,284,1409,12,107,5,1998,1
125,1915,1610,14,5,151,744,2946,4,2,27,2006,0
141,1146,937,14,4,20,665,341,6,249,11,2007,1
143,1127,850,14,4,290,954,974,1,179,7,1993,0
285,2047,1245,13,7,150,2288,144,7,179,1,2003,1
75,1250,1130,23,5,174,397,1123,6,305,26,2006,0
98,1846,1718,28,1,235,462,3911,6,120,15,2004,1
99,1443,1310,1,5,157,503,624,10,226,16,1993,1
53,1126,1020,30,7,150,157,7470,5,240,6,2004,0
57,1135,1035,7,7,157,229,720,10,313,26,1990,1
109,1554,1416,30,7,181,431,1244,6,271,1,1991,1
103,1112,930,27,1,105,529,2693,10,69,27,2003,0
28,1950,1921,5,2,166,116,1061,1,218,7,1988,0
239,845,600,29,5,16,1449,81,10,294,3,2004,1
150,1642,1350,22,5,87,641,4241,10,87,9,2004,1
41,1145,1055,25,1,87,103,3324,8,333,15,2003,0
171,1605,1428,13,7,229,957,1683,2,87,24,2000,1
84,812,700,26,6,105,209,1847,10,209,5,2002,1
53,1254,1150,12,1,87,224,1818,5,154,5,1997,0
88,1120,945,20,6,68,508,242,6,323,25,1998,1
55,1525,1325,13,2,195,222,7572,4,239,6,2004,0
127,1648,1500,26,7,245,507,338,12,79,7,2004,1
163,1808,1510,19,3,198,1050,1999,1,26,7,2005,0
106,2141,1945,6,4,20,712,1493,5,50,7,1993,0
186,504,2350,31,6,87,1431,1608,7,305,7,1993,0
99,915,745,8,4,246,507,1280,3,303,13,1990,1
137,2209,1941,4,2,223,852,1034,3,89,1,2003,0
120,1140,940,6,4,296,697,498,8,294,3,1998,0
145,1344,1055,24,3,223,1034,1806,11,154,16,1999,0
55,1830,1740,15,4,2,223,902,6,102,26,2000,1
132,1715,1400,26,2,319,869,1789,12,313,26,2000,1
95,906,730,20,1,68,481,1055,1,0,25,1992,1
71,1557,1447,24,4,235,299,198,9,94,24,1992,0
370,2247,1910,29,6,296,2569,231,3,171,1,2003,0
237,1742,1045,22,6,78,1964,2057,11,294,7,1997,0
93,1258,1115,13,1,78,515,5412,9,286,17,2004,0
124,1549,1344,1,5,309,786,138,11,285,22,1991,0
299,1132,930,15,6,176,2053,459,5,67,5,1993,0
176,1345,1207,9,2,223,906,834,3,20,7,1993,1
128,1055,900,13,3,20,576,487,12,52,11,2006,1
88,1732,1600,16,5,39,413,1052,2,153,24,1990,1
149,1410,1240,22,2,85,888,1010,5,239,1,2007,0
113,1549,1455,22,5,242,630,1603,1,303,7,1999,1
31,1120,1051,18,3,247,86,579,11,71,22,1987,1
173,1010,720,9,1,207,1145,2297,6,95,1,2008,1
145,49,2020,6,4,232,1037,2519,7,250,13,2000,1
112,1116,931,25,5,309,551,507,10,89,22,1991,1
122,1503,1305,15,7,235,693,1508,6,235,1,1997,0
143,1808,1450,27,4,235,888,562,2,87,1,2003,1
124,1040,830,16,4,251,834,181,12,201,25,2004,0
83,1401,1238,29,7,246,369,630,5,51,13,2005,0
54,1333,1240,13,5,198,193,1666,1,210,7,1995,1
156,1643,1415,22,4,181,950,1160,4,201,7,1993,1
50,1915,1810,13,3,93,201,1769,1,255,25,1993,0
54,803,705,25,5,251,289,123,1,182,25,1991,0
127,2218,2135,25,7,37,457,1741,2,95,16,2001,1
72,905,750,1,5,50,314,256,2,67,5,2002,0
62,1551,1444,23,1,278,268,793,9,239,1,1991,0
113,2336,2035,8,7,267,647,524,2,239,1,1998,0
85,1450,1418,27,1,263,490,687,9,226,16,2004,0
51,1106,1015,7,4,68,168,1570,5,62,25,1998,0
60,2045,1945,24,7,81,296,59,12,187,26,1995,0
78,2043,1917,16,5,87,383,3486,1,48,15,2004,0
111,1518,1340,15,3,78,485,697,4,240,7,1998,1
145,2256,2125,4,3,296,948,1203,6,87,24,1997,0
52,1452,1400,2,3,99,208,408,10,255,25,1991,0
103,1553,1300,9,6,309,774,118,1,74,22,1988,0
87,1248,1118,21,4,184,304,3615,3,89,15,2002,1
55,1015,920,23,2,200,251,832,2,313,26,1993,0
103,911,625,10,2,87,641,216,1,87,24,1995,0
65,904,800,9,5,176,236,101,2,177,25,2007,0
86,1211,1105,19,1,235,299,816,4,94,1,1993,1
190,1048,854,8,1,242,992,1203,3,87,5,1993,1
138,1427,1255,1,2,73,911,1785,8,239,24,1995,0
295,1754,1610,14,2,290,1964,697,10,79,7,1997,1
109,924,630,7,1,132,590,7206,5,239,28,2007,0
141,935,820,3,4,280,853,567,5,87,10,2007,1
46,1425,1335,1,3,236,159,809,8,52,26,2007,0
176,1659,1410,25,4,181,1097,236,2,210,19,1988,1
294,546,2200,26,3,150,2419,40,8,295,24,1992,1
146,1800,1635,8,6,87,762,2001,3,160,1,1997,1
89,759,626,24,7,84,547,314,1,20,7,1993,1
103,2025,1920,23,5,193,319,50,2,83,26,2001,1
61,1149,1035,10,3,68,336,1257,7,293,25,1991,0
162,1720,1438,4,6,133,577,4089,2,239,15,2006,1
104,1407,1110,16,4,20,606,454,1,239,24,2003,0
91,1935,1805,19,7,198,468,52,9,69,25,2004,1
161,1924,1711,3,5,151,1208,539,7,86,5,1998,0
97,905,735,31,2,50,515,1332,7,160,26,2007,1
267,2140,1915,6,2,291,1846,911,9,239,24,1994,1
51,2113,2015,22,2,66,261,698,1,160,25,1991,0
137,853,635,15,4,210,853,3563,9,89,15,2005,0
84,1523,1400,6,4,251,319,2411,10,107,27,2005,1
133,2010,1855,15,5,231,761,1081,4,20,7,1994,1
148,1658,1416,30,7,105,998,388,5,323,5,1993,0
185,1350,825,11,5,50,1491,2639,8,87,26,2006,0
478,1244,930,4,4,143,3784,5,6,89,1,1998,0
71,1509,1400,8,2,309,258,339,3,239,22,1988,1
50,1245,1149,28,1,235,139,7105,8,217,28,2006,1
83,1916,1740,14,2,235,403,576,6,199,24,1994,0
71,1800,1800,2,1,235,157,4280,4,122,15,2007,1
108,2018,1918,13,1,172,680,69,3,294,3,2000,1
47,1703,1718,31,6,103,220,427,10,84,20,1987,0
50,1840,1750,15,4,246,110,2916,11,328,28,2007,0
70,2255,2030,13,3,81,580,375,12,2,26,2000,0
88,904,730,1,3,181,544,1583,12,69,25,1993,1
57,1950,1855,13,7,161,220,467,2,52,26,2000,1
86,1505,1330,1,5,251,340,395,4,171,22,1994,0
190,2112,1855,2,5,87,1172,1941,4,153,1,1999,0
108,2240,1930,4,1,198,848,1870,2,147,26,2002,0
216,1720,1439,26,1,16,1542,115,7,246,3,2004,1
231,1953,1400,22,3,235,1745,952,9,179,24,1999,1
75,2058,1945,16,2,68,346,418,6,70,25,1992,1
79,1814,1655,8,7,51,347,3836,7,303,18,2007,1
53,1230,1142,16,5,231,175,1038,9,89,7,1988,1
127,816,610,12,3,150,810,1570,4,323,24,2006,0
82,2115,2055,23,4,235,264,1467,1,79,7,2003,0
71,1655,1545,9,3,174,345,637,1,276,26,2008,1
70,1415,1255,13,7,66,363,382,6,249,25,1993,0
65,735,635,7,2,81,324,5,1,15,26,2003,1
121,2105,2005,7,3,176,677,2027,11,2,26,2007,1
45,930,845,10,7,144,148,2720,4,22,26,2005,0
59,2018,1905,6,1,61,259,222,8,20,7,2001,0
83,1833,1821,11,6,88,171,4107,6,20,9,2005,1
325,652,2240,8,1,207,2342,276,7,179,1,2002,1
103,2207,2026,14,2,147,603,1302,3,89,1,2000,1
192,542,25,9,5,87,1464,1560,8,295,1,1991,0
249,536,2225,29,6,20,1946,196,9,179,7,2001,1
39,1607,1527,22,4,324,110,440,8,250,13,1991,0
224,2215,1500,6,5,20,1900,1136,10,238,7,2000,0
167,1137,900,10,5,176,954,1849,11,294,24,1995,1
131,1810,1630,22,7,267,431,4747,10,184,15,2006,1
38,1245,1200,5,3,39,95,4696,6,266,15,2002,0
233,2030,1815,8,2,85,1619,1531,10,184,24,1996,0
162,1544,1200,24,5,235,1007,830,1,99,1,1992,0
66,1335,1325,12,1,202,332,1661,9,20,7,1988,0
182,845,645,21,1,151,1043,1883,2,271,5,2000,0
111,1825,1622,26,5,296,697,372,7,294,3,2002,0
91,1614,1440,8,1,150,533,918,9,20,24,1997,0
124,1905,1816,8,5,296,585,1643,1,303,7,1993,1
166,2205,1705,10,5,151,1303,436,3,284,5,2006,0
60,1035,930,28,2,49,358,1480,12,305,26,1993,0
57,1615,1510,5,6,322,237,3689,4,89,15,2008,0
111,1406,1245,14,1,223,334,675,7,239,24,2003,1
69,1313,1200,25,4,324,417,1110,8,307,5,1994,0
131,1038,718,3,7,84,931,1702,2,226,16,2008,0
135,944,625,2,1,181,887,2028,5,313,1,2005,0
171,1810,1515,13,5,105,1024,1084,4,245,5,2001,0
104,1210,1115,27,2,176,590,1798,5,303,26,1997,1
85,722,600,2,2,20,406,445,9,323,7,1997,1
136,1113,950,28,5,73,911,1785,5,239,24,1999,0
53,1230,1130,5,1,84,214,1751,8,184,7,1996,0
227,1549,845,10,3,20,1900,1668,1,238,7,2001,0
70,1552,1431,28,3,46,383,3687,6,89,15,2006,0
42,1245,1154,3,4,330,152,1060,10,20,7,1991,0
34,1252,1214,28,6,210,67,331,12,239,24,1991,0
180,1939,1645,4,5,105,1024,1055,2,245,5,2005,0
117,1041,931,8,7,196,694,743,8,67,5,1993,0
239,1018,810,15,3,85,1557,125,10,249,25,1997,0
252,1132,940,5,3,28,1428,2365,4,154,27,2006,1
65,845,740,12,6,296,308,1783,4,179,26,2003,0
119,1320,1220,5,4,176,677,2252,10,2,26,2006,0
244,2315,2214,19,3,174,1747,1027,10,20,7,1988,1
87,1440,1320,25,5,299,391,585,3,87,5,1994,1
182,2000,1535,19,2,235,1440,1488,12,250,24,2006,0
39,1840,1800,19,3,78,70,4613,7,182,9,2006,0
174,1055,1005,19,3,174,1140,259,4,199,26,1995,1
118,730,633,23,1,235,678,739,7,249,24,1990,0
89,2120,1840,1,2,246,601,354,2,276,26,2000,0
118,930,730,16,7,291,679,1707,9,294,24,1990,1
129,1635,1415,12,6,50,842,1907,10,323,26,1996,0
82,1025,904,2,6,213,443,717,5,20,7,1992,0
300,1127,915,17,2,170,2367,41,6,295,24,1997,1
70,1825,1810,19,4,37,338,1023,1,70,26,2006,0
49,730,643,31,2,294,190,1198,5,89,7,1994,1
229,2158,1915,19,2,38,1437,1069,11,239,24,1996,1
128,1000,705,3,5,87,641,563,12,87,1,2004,1
36,1312,1235,27,2,198,133,1160,12,283,7,1988,0
149,932,809,6,6,235,783,2097,5,26,1,2006,1
92,2116,1950,30,4,223,349,1293,11,203,16,2006,1
219,1740,1145,25,6,200,1790,429,2,305,26,2006,0
81,915,745,11,7,301,480,1430,9,284,24,1988,0
80,1110,1000,10,2,260,143,4468,4,184,15,2001,1
143,1635,1400,17,2,20,761,1445,2,184,7,1998,0
99,1105,925,20,3,50,576,592,9,20,7,2000,0
184,1410,1250,23,1,2,1240,270,1,79,7,1995,0
120,2217,2100,22,2,2,349,213,11,87,5,1988,1
65,821,716,11,1,144,247,3761,7,89,15,2005,0
72,1637,1515,23,6,39,280,774,7,249,11,2005,1
116,1715,1525,27,1,166,666,1170,4,203,26,1998,1
109,1948,1850,25,3,202,683,959,10,201,16,2000,0
53,1327,1330,5,1,309,254,516,10,293,22,1987,0
81,2120,2000,4,4,87,237,3676,1,326,15,2001,1
95,858,740,26,3,251,328,1441,1,271,25,1994,1
62,2045,1930,3,1,84,214,1767,2,184,7,2003,0
62,750,655,10,4,20,270,587,12,170,7,1987,1
116,909,620,18,5,267,647,1090,9,239,1,1998,1
102,2319,2025,23,1,20,606,1418,6,239,1,1997,0
78,923,710,1,2,299,422,1792,7,276,7,1997,1
190,1820,1455,21,6,113,1237,2599,10,41,7,2000,0
115,1040,930,15,4,235,622,3991,11,52,15,2007,0
147,1038,921,23,2,324,813,837,2,89,1,1993,1
465,1420,930,25,1,143,3784,5,1,89,1,1999,0
86,1413,1245,1,3,135,463,3980,8,303,18,2007,0
173,1139,744,4,5,207,1197,949,11,239,24,1994,1
48,1855,1810,4,7,22,189,580,5,83,26,2003,1
73,1005,845,12,3,272,390,1844,12,179,26,2007,0
74,905,800,22,5,50,283,280,9,26,26,2006,1
53,1116,1015,11,7,274,257,100,9,249,25,1988,0
109,820,715,4,4,200,611,653,7,52,26,2002,0
44,1803,1717,9,1,22,140,1723,8,154,5,1999,1
279,2040,1814,12,2,242,1739,1297,5,239,1,1992,1
144,1148,915,21,1,20,745,782,3,107,7,2005,0
156,1109,843,16,3,113,925,954,7,52,11,2008,1
63,1625,1510,30,5,251,259,760,6,274,25,1995,0
141,1933,1710,10,6,50,883,1140,6,245,25,1995,0
243,1355,1140,26,3,290,1660,545,12,89,1,2007,0
77,2254,2030,20,2,66,316,994,2,239,1,1990,0
66,2328,2225,23,6,274,224,116,3,255,25,2002,0
68,805,700,20,2,151,305,1641,6,227,5,1995,1
274,1710,1532,1,1,176,1946,157,1,20,7,1996,1
137,1630,1310,5,1,84,931,1765,1,226,16,1998,1
90,1850,1715,28,3,299,532,3953,5,113,18,2008,0
119,1809,1514,25,4,105,719,636,2,239,5,1988,1
349,2117,1830,24,7,176,2475,171,9,171,1,1995,0
377,2332,2015,16,1,16,2846,1855,6,239,24,1997,1
91,1154,1015,17,1,267,501,533,10,95,16,2005,1
93,930,751,12,5,235,585,1404,5,326,1,1995,0
101,2010,1835,18,2,20,432,1707,11,84,11,2003,1
75,639,540,14,5,309,228,2646,12,64,22,2001,1
74,1820,1700,12,5,274,246,2064,5,107,27,2006,1
93,742,600,15,6,20,545,819,7,245,7,2006,0
56,1926,1827,30,2,16,261,196,11,109,3,1999,1
138,1515,1200,25,3,260,842,1693,7,203,26,2007,1
73,2045,1925,10,7,232,423,1435,10,203,26,1999,0
57,1950,1851,23,6,61,259,279,3,20,7,1991,0
95,1725,1658,3,7,176,370,2708,12,250,13,2000,1
99,1333,1143,30,5,37,631,3711,1,89,18,2004,0
209,2014,1512,23,4,151,1347,430,12,307,5,1993,1
118,832,650,15,5,246,551,572,12,74,13,1995,1
233,2055,1850,2,4,280,1558,97,2,313,22,1995,0
100,815,630,26,5,319,580,2050,11,135,6,2004,0
80,2333,2207,14,5,133,383,7143,9,153,28,2007,0
95,2010,1725,30,5,2,677,539,10,179,26,1992,1
58,1035,935,9,4,49,325,318,3,232,26,2000,1
87,817,640,15,6,251,467,41,5,264,25,2004,0
54,1250,1152,23,5,61,259,1274,12,20,7,1988,1
155,1535,1300,15,3,105,938,1152,7,201,5,1998,0
169,1508,1341,4,6,87,762,1613,12,160,1,1999,1
72,1410,1210,10,3,69,284,1620,5,203,13,1995,1
97,1232,1112,21,4,202,392,1162,9,199,16,2006,1
43,2209,2125,15,2,101,109,1462,3,255,25,1994,1
120,905,705,12,3,174,762,1601,11,246,26,1997,0
93,1902,1830,13,2,85,472,325,9,236,24,2005,0
142,1546,1322,27,3,174,866,652,4,294,3,2005,1
88,2210,2040,8,5,196,491,1532,8,39,26,2003,0
70,1035,925,1,3,69,322,265,2,86,13,1995,0
39,2337,2252,30,2,53,162,1026,1,84,25,1990,0
56,1045,1040,9,3,235,177,4031,1,160,15,2008,1
57,734,630,18,5,39,200,336,10,107,5,1996,0
111,1818,1527,1,6,223,680,1106,5,87,24,2004,0
160,1930,1738,1,2,223,981,1656,1,271,16,2008,0
122,1403,1300,11,7,235,612,615,2,86,24,1996,0
168,1615,1119,4,2,309,1262,380,10,250,22,1994,0
61,1745,1640,28,4,234,333,512,12,300,26,1995,1
107,859,705,6,6,246,602,1445,11,87,24,2004,0
178,1025,820,21,5,223,980,103,7,249,16,2006,1
40,537,500,29,5,183,102,205,2,146,2,2008,0
41,2048,1955,16,6,176,135,6247,8,306,18,2003,0
55,1348,1140,13,2,69,296,4085,1,239,15,2004,0
224,1750,1600,10,7,291,1464,295,10,89,7,1999,0
152,1554,1410,16,7,223,906,563,5,20,16,1999,0
158,1958,1835,13,6,272,804,277,10,87,5,1990,1
63,1515,1410,20,5,144,303,808,4,227,26,2001,0
46,2004,1915,11,2,78,116,5459,3,70,17,2008,0
85,1344,1215,10,4,66,430,353,10,69,25,1996,1
87,1035,900,23,1,309,546,222,4,83,26,2007,0
59,713,615,27,1,78,214,5281,9,55,17,2004,1
44,1349,1258,18,1,223,197,1252,9,120,16,1995,0
249,1012,910,1,6,174,1678,724,7,79,7,2000,1
53,820,740,20,3,112,119,1082,4,250,13,1988,1
68,707,605,3,5,56,221,3730,6,303,18,2005,1
97,1525,1345,8,5,87,432,5737,2,205,0,2008,1
72,1855,1735,21,5,232,342,773,6,313,26,1996,1
119,1445,1145,13,3,20,606,3894,2,239,18,2008,0
60,2255,2204,1,2,151,224,875,12,89,7,1987,1
58,731,630,25,4,39,185,1908,9,184,7,2008,0
170,35,2145,5,2,113,992,1547,12,249,25,2000,0
128,854,650,8,4,174,762,100,11,246,3,2001,1
88,1957,1820,23,1,223,349,1275,12,203,16,2002,0
139,1105,835,31,4,113,899,1806,1,86,25,2002,0
60,1423,1320,24,7,315,194,2716,8,107,27,2008,0
73,2051,1940,13,5,2,349,253,10,87,24,2006,1
79,808,700,18,4,105,160,562,5,264,5,2006,1
273,1132,915,15,5,85,1619,1735,6,184,5,1990,1
79,758,640,13,5,68,416,1582,9,82,25,1991,1
75,1223,1002,2,6,93,235,969,12,239,16,2006,0
104,2255,2000,14,3,84,762,858,12,205,16,1988,1
123,916,800,6,2,144,696,4187,3,20,9,2007,0
86,1918,1755,23,5,105,284,697,3,266,5,1990,1
235,2134,1740,13,7,298,1597,28,8,171,22,2000,0
116,1120,920,31,5,309,687,517,8,147,26,2001,1
74,2122,1919,1,6,82,240,4193,1,239,15,2005,1
180,2259,1800,4,4,223,1399,158,8,294,16,1988,1
143,2329,2010,3,3,322,926,1894,7,303,7,1996,1
239,2036,1830,11,1,176,1745,89,1,239,1,1993,1
51,1245,1143,29,5,245,228,431,11,319,25,1996,0
53,1500,1405,9,7,174,236,1577,7,179,26,1995,1
120,2300,2001,19,3,78,812,1246,2,89,1,1992,1
237,1829,1409,6,1,181,1389,736,12,89,1,2004,1
78,556,330,22,1,87,551,1560,11,102,1,1993,0
230,2030,1727,8,2,87,1471,503,11,26,1,1994,0
